,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1
5719,Male,No,27,No,Entertainment,0.0,Low,3.0,Cat_2
5720,Male,No,22,No,Healthcare,0.0,Low,4.0,Cat_6
5721,Male,Yes,80,Yes,Lawyer,0.0,High,3.0,Cat_6
5722,Male,Yes,77,Yes,Lawyer,0.0,Low,1.0,Cat_6
5723,Male,No,22,No,Healthcare,1.0,Low,2.0,Cat_4
5724,Female,Yes,32,Yes,Healthcare,0.0,Low,2.0,Cat_6
5725,Male,Yes,49,Yes,Entertainment,1.0,Average,2.0,Cat_6
5726,Male,Yes,55,Yes,Executive,0.0,High,9.0,Cat_6
5727,Male,No,28,Yes,Entertainment,1.0,Low,2.0,Cat_3
5728,Female,Yes,42,No,Doctor,1.0,Low,1.0,Cat_6
5729,Female,No,20,No,Healthcare,1.0,Low,3.0,Cat_7
5730,Male,Yes,43,Yes,Marketing,0.0,High,6.0,Cat_4
5731,Female,Yes,73,Yes,Doctor,0.0,Low,1.0,Cat_4
5732,Female,No,46,No,Engineer,1.0,Low,3.0,Cat_3
5733,Male,Yes,28,No,Doctor,0.0,Average,2.0,Cat_6
5734,Female,Yes,35,Yes,Entertainment,9.0,Average,2.0,Cat_2
5735,Female,Yes,48,Yes,Artist,3.0,High,3.0,Cat_4
5736,Female,No,32,Yes,Artist,0.0,Low,3.0,Cat_4
5737,Male,Yes,66,Yes,Executive,0.0,Average,2.0,Cat_6
5738,Female,Yes,47,Yes,Artist,8.0,High,2.0,Cat_6
5739,Male,Yes,28,Yes,Healthcare,1.0,Low,2.0,Cat_6
5740,Female,Yes,35,Yes,Artist,3.0,Average,2.0,Cat_6
5741,Female,Yes,75,Yes,Lawyer,1.0,High,2.0,Cat_6
5742,Male,Yes,48,Yes,Executive,1.0,High,3.0,Cat_6
5743,Male,No,41,Yes,Entertainment,1.0,Low,4.0,Cat_6
5744,Female,No,25,No,Doctor,1.0,Low,3.0,Cat_6
5745,Female,Yes,52,No,Doctor,0.0,Average,3.0,Cat_4
5746,Male,Yes,58,Yes,Doctor,0.0,Average,2.0,Cat_6
5747,Female,No,49,Yes,Artist,0.0,Low,3.0,Cat_2
5748,Male,No,28,Yes,Marketing,9.0,Low,5.0,Cat_7
5749,Male,No,53,Yes,Artist,0.0,Low,1.0,Cat_6
5750,Female,No,27,Yes,Doctor,0.0,Low,4.0,Cat_6
5751,Female,No,33,Yes,Entertainment,0.0,Low,4.0,Cat_4
5752,Female,Yes,89,Yes,Lawyer,0.0,High,2.0,Cat_6
5753,Female,No,40,Yes,Artist,1.0,Low,1.0,Cat_5
5754,Male,No,27,No,Healthcare,10.0,Low,5.0,Cat_6
5755,Male,Yes,37,Yes,Executive,1.0,Low,6.0,Cat_6
5756,Male,Yes,56,No,Lawyer,0.0,High,3.0,Cat_3
5757,Male,Yes,48,Yes,Executive,2.0,High,5.0,Cat_6
5758,Female,No,32,Yes,Engineer,0.0,Low,1.0,Cat_6
5759,Male,Yes,39,Yes,Doctor,1.0,Average,3.0,Cat_6
5760,Female,No,39,Yes,Artist,9.0,Low,1.0,Cat_6
5761,Male,Yes,60,No,Artist,1.0,High,4.0,Cat_3
5762,Female,No,33,Yes,Engineer,9.0,Low,2.0,Cat_6
5763,Female,Yes,50,No,Artist,0.0,Average,4.0,Cat_4
5764,Female,No,20,No,Entertainment,1.0,Low,4.0,Cat_6
5765,Female,No,37,No,Engineer,0.0,Low,1.0,Cat_6
5766,Male,Yes,25,Yes,Doctor,1.0,Low,2.0,Cat_6
5767,Male,Yes,37,Yes,Entertainment,11.0,Low,6.0,Cat_6
5768,Male,Yes,68,Yes,Engineer,0.0,Low,1.0,Cat_6
5769,Male,No,20,No,Healthcare,2.0,Low,3.0,Cat_6
5770,Female,Yes,30,No,Doctor,1.0,Average,6.0,Cat_6
5771,Female,Yes,83,Yes,Artist,0.0,High,2.0,Cat_6
5772,Female,No,52,Yes,Artist,0.0,Low,1.0,Cat_6
5773,Female,No,19,No,Healthcare,7.0,Low,1.0,Cat_4
5774,Female,Yes,36,Yes,Engineer,11.0,Low,2.0,Cat_4
5775,Male,No,31,No,Healthcare,1.0,Low,4.0,Cat_4
5776,Male,Yes,51,Yes,Artist,0.0,Average,2.0,Cat_2
5777,Female,Yes,53,Yes,Artist,8.0,Average,2.0,Cat_6
5778,Female,No,31,Yes,Healthcare,1.0,Low,1.0,Cat_6
5779,Male,Yes,57,No,Entertainment,0.0,Low,4.0,Cat_3
5780,Male,Yes,36,Yes,Artist,0.0,Average,5.0,Cat_6
5781,Female,No,41,Yes,Marketing,1.0,Low,2.0,Cat_6
5782,Male,Yes,69,Yes,Artist,0.0,Low,1.0,Cat_3
5783,Male,Yes,37,No,Entertainment,11.0,Average,2.0,Cat_6
5784,Female,No,49,Yes,Doctor,0.0,Low,1.0,Cat_6
5785,Male,Yes,59,Yes,Marketing,0.0,Average,3.0,Cat_6
5786,Female,Yes,37,Yes,Doctor,2.0,High,2.0,Cat_4
5787,Female,Yes,68,Yes,Lawyer,3.0,High,4.0,Cat_6
5788,Female,No,42,Yes,Artist,1.0,Low,2.0,Cat_6
5789,Female,Yes,46,Yes,Artist,1.0,Average,4.0,Cat_6
5790,Male,No,49,No,Entertainment,1.0,Low,3.0,Cat_3
5791,Female,No,33,Yes,Engineer,1.0,Low,5.0,Cat_6
5792,Male,Yes,33,No,Artist,1.0,Low,3.0,Cat_4
5793,Male,No,32,No,Marketing,0.0,Low,3.0,Cat_4
5794,Female,Yes,87,Yes,Lawyer,0.0,High,2.0,Cat_6
5795,Male,Yes,52,Yes,Entertainment,0.0,Average,4.0,Cat_6
5796,Female,No,27,No,Engineer,14.0,Low,8.0,Cat_4
5797,Male,Yes,63,Yes,Entertainment,6.0,Low,2.0,Cat_6
5798,Female,Yes,89,Yes,Lawyer,1.0,High,2.0,Cat_2
5799,Male,Yes,31,No,Executive,1.0,Average,2.0,Cat_4
5800,Female,No,41,Yes,Artist,0.0,Low,1.0,Cat_6
5801,Female,Yes,50,Yes,Artist,1.0,High,7.0,Cat_2
5802,Female,Yes,70,No,Engineer,0.0,Average,2.0,Cat_4
5803,Female,Yes,55,Yes,Engineer,1.0,Average,3.0,Cat_3
5804,Female,Yes,36,Yes,Homemaker,8.0,Average,5.0,Cat_6
5805,Female,Yes,66,Yes,Lawyer,4.0,Low,1.0,Cat_6
5806,Female,Yes,49,No,Engineer,5.0,Average,5.0,Cat_4
5807,Male,Yes,65,Yes,Artist,1.0,Average,4.0,Cat_6
5808,Female,No,23,No,Healthcare,1.0,Low,4.0,Cat_3
5809,Male,Yes,45,No,Artist,3.0,High,4.0,Cat_6
5810,Male,No,33,No,Entertainment,1.0,Low,5.0,Cat_3
5811,Male,Yes,48,Yes,Executive,1.0,High,3.0,Cat_6
5812,Male,No,28,Yes,Healthcare,5.0,Low,4.0,Cat_6
5813,Female,No,27,Yes,Artist,0.0,Low,8.0,Cat_4
5814,Female,Yes,45,Yes,Engineer,1.0,Low,3.0,Cat_3
5815,Female,Yes,49,Yes,Entertainment,2.0,Average,3.0,Cat_6
5816,Female,Yes,56,Yes,Artist,1.0,Average,2.0,Cat_6
5817,Female,Yes,29,No,Artist,0.0,Average,2.0,Cat_3
5818,Female,Yes,57,Yes,Artist,0.0,Average,4.0,Cat_6
5819,Male,Yes,65,No,Entertainment,1.0,Low,1.0,Cat_6
5820,Female,Yes,61,Yes,Engineer,1.0,Average,5.0,Cat_6
5821,Female,No,32,No,Healthcare,0.0,Low,4.0,Cat_3
5822,Male,Yes,35,Yes,Artist,1.0,Low,1.0,Cat_3
5823,Female,Yes,82,Yes,Lawyer,1.0,High,2.0,Cat_6
5824,Female,Yes,37,No,Engineer,1.0,Low,4.0,Cat_4
5825,Male,No,32,Yes,Healthcare,2.0,Low,3.0,Cat_6
5826,Female,Yes,81,Yes,Lawyer,1.0,High,2.0,Cat_6
5827,Male,No,49,Yes,Artist,0.0,Low,1.0,Cat_6
5828,Male,Yes,46,Yes,Marketing,1.0,Low,3.0,Cat_6
5829,Male,No,27,Yes,Entertainment,9.0,Low,3.0,Cat_6
5830,Female,Yes,66,Yes,Lawyer,6.0,Average,4.0,Cat_5
5831,Male,Yes,31,Yes,Artist,0.0,Average,3.0,Cat_1
5832,Male,Yes,53,Yes,Doctor,4.0,Average,2.0,Cat_6
5833,Female,No,29,Yes,Doctor,0.0,Low,5.0,Cat_3
5834,Male,Yes,60,Yes,Entertainment,1.0,Average,5.0,Cat_3
5835,Female,No,43,No,Doctor,4.0,Low,6.0,Cat_7
5836,Male,Yes,73,Yes,Entertainment,5.0,Low,1.0,Cat_4
5837,Male,Yes,47,No,Entertainment,0.0,Average,3.0,Cat_6
5838,Male,No,20,No,Healthcare,1.0,Low,3.0,Cat_6
5839,Male,Yes,38,Yes,Artist,0.0,Low,2.0,Cat_7
5840,Female,Yes,56,Yes,Lawyer,5.0,High,9.0,Cat_6
5841,Male,Yes,51,Yes,Artist,0.0,Average,5.0,Cat_6
5842,Male,Yes,27,Yes,Artist,4.0,Average,2.0,Cat_6
5843,Male,No,30,Yes,Artist,2.0,Low,2.0,Cat_6
5844,Male,Yes,49,Yes,Artist,1.0,Average,4.0,Cat_2
5845,Female,No,30,Yes,Healthcare,0.0,Low,6.0,Cat_3
5846,Male,Yes,26,No,Doctor,9.0,Average,2.0,Cat_6
5847,Male,Yes,42,Yes,Artist,3.0,Average,4.0,Cat_6
5848,Male,Yes,49,Yes,Executive,1.0,High,5.0,Cat_5
5849,Male,Yes,59,Yes,Executive,3.0,High,4.0,Cat_6
5850,Female,Yes,49,Yes,Artist,0.0,Average,5.0,Cat_2
5851,Male,Yes,32,Yes,Artist,9.0,Average,2.0,Cat_6
5852,Male,Yes,41,Yes,Entertainment,5.0,Low,1.0,Cat_6
5853,Male,Yes,71,Yes,Executive,1.0,High,4.0,Cat_6
5854,Male,Yes,62,Yes,Entertainment,0.0,Average,3.0,Cat_6
5855,Female,No,41,No,Doctor,0.0,Low,1.0,Cat_6
5856,Male,No,41,Yes,Doctor,2.0,Low,2.0,Cat_6
5857,Male,Yes,53,Yes,Artist,3.0,Average,3.0,Cat_6
5858,Male,Yes,46,Yes,Doctor,2.0,Low,4.0,Cat_3
5859,Male,Yes,50,Yes,Executive,1.0,High,3.0,Cat_6
5860,Female,Yes,40,No,Artist,1.0,Low,1.0,Cat_6
5861,Female,No,49,No,Artist,9.0,Low,1.0,Cat_1
5862,Female,No,30,Yes,Healthcare,9.0,Low,3.0,Cat_6
5863,Male,Yes,36,Yes,Artist,0.0,Average,4.0,Cat_6
5864,Female,Yes,66,Yes,Lawyer,0.0,High,3.0,Cat_6
5865,Female,No,27,No,Healthcare,0.0,Low,4.0,Cat_4
5866,Male,No,42,No,Entertainment,1.0,Low,3.0,Cat_6
5867,Male,No,28,No,Doctor,1.0,Low,1.0,Cat_4
5868,Male,Yes,48,Yes,Entertainment,6.0,Low,2.0,Cat_7
5869,Male,Yes,36,No,Entertainment,9.0,Average,2.0,Cat_6
5870,Male,Yes,40,Yes,Artist,1.0,Low,2.0,Cat_6
5871,Female,Yes,57,Yes,Artist,0.0,High,2.0,Cat_6
5872,Female,No,42,Yes,Entertainment,5.0,Low,7.0,Cat_6
5873,Female,No,21,No,Healthcare,1.0,Low,7.0,Cat_2
5874,Female,No,27,Yes,Healthcare,0.0,Low,4.0,Cat_6
5875,Female,Yes,46,Yes,Artist,4.0,High,5.0,Cat_6
5876,Female,No,27,No,Engineer,0.0,Low,6.0,Cat_6
5877,Female,No,25,No,Marketing,8.0,Low,5.0,Cat_6
5878,Male,Yes,87,Yes,Lawyer,0.0,High,2.0,Cat_6
5879,Male,No,27,Yes,Healthcare,1.0,Low,3.0,Cat_6
5880,Female,Yes,48,Yes,Marketing,6.0,Low,1.0,Cat_6
5881,Male,Yes,51,Yes,Doctor,1.0,Average,4.0,Cat_6
5882,Male,Yes,48,Yes,Artist,7.0,Average,2.0,Cat_6
5883,Male,Yes,52,No,Artist,0.0,High,2.0,Cat_6
5884,Female,Yes,68,Yes,Lawyer,0.0,High,2.0,Cat_6
5885,Male,Yes,35,Yes,Artist,3.0,Average,3.0,Cat_6
5886,Female,Yes,39,Yes,Homemaker,9.0,Low,1.0,Cat_6
5887,Female,Yes,53,Yes,Artist,2.0,High,2.0,Cat_2
5888,Male,Yes,41,Yes,Artist,1.0,Average,2.0,Cat_6
5889,Male,Yes,41,Yes,Artist,11.0,High,2.0,Cat_6
5890,Female,No,25,No,Engineer,1.0,Low,1.0,Cat_6
5891,Female,Yes,23,No,Healthcare,7.0,High,2.0,Cat_6
5892,Female,Yes,35,Yes,Artist,0.0,High,2.0,Cat_7
5893,Male,Yes,51,Yes,Executive,1.0,Low,3.0,Cat_6
5894,Female,No,38,Yes,Engineer,1.0,Low,1.0,Cat_6
5895,Male,Yes,62,Yes,Artist,10.0,Low,1.0,Cat_6
5896,Male,Yes,60,Yes,Executive,1.0,High,6.0,Cat_2
5897,Male,Yes,47,Yes,Executive,1.0,High,4.0,Cat_6
5898,Male,No,22,No,Marketing,0.0,Low,4.0,Cat_6
5899,Female,No,31,No,Marketing,0.0,Low,3.0,Cat_6
5900,Female,Yes,38,Yes,Engineer,3.0,Low,2.0,Cat_6
5901,Female,Yes,42,No,Entertainment,6.0,Average,5.0,Cat_6
5902,Female,Yes,50,Yes,Artist,1.0,Average,3.0,Cat_6
5903,Male,Yes,38,No,Artist,5.0,Average,3.0,Cat_3
5904,Female,Yes,55,Yes,Doctor,0.0,Average,3.0,Cat_6
5905,Female,Yes,71,Yes,Artist,1.0,Average,2.0,Cat_6
5906,Male,Yes,38,No,Artist,10.0,Average,4.0,Cat_7
5907,Male,Yes,77,Yes,Artist,1.0,Low,1.0,Cat_6
5908,Male,No,33,No,Engineer,1.0,Low,3.0,Cat_4
5909,Male,Yes,72,No,Executive,0.0,High,2.0,Cat_6
5910,Female,Yes,43,No,Engineer,9.0,Average,4.0,Cat_4
5911,Female,No,35,Yes,Artist,0.0,Low,3.0,Cat_6
5912,Female,No,33,Yes,Doctor,1.0,Low,3.0,Cat_6
5913,Male,Yes,27,Yes,Entertainment,0.0,Average,2.0,Cat_6
5914,Male,No,21,No,Healthcare,0.0,Low,6.0,Cat_3
5915,Female,Yes,41,Yes,Artist,0.0,Average,2.0,Cat_6
5916,Male,No,29,Yes,Artist,9.0,Low,3.0,Cat_6
5917,Female,Yes,46,No,Artist,8.0,Low,1.0,Cat_6
5918,Male,Yes,46,Yes,Artist,1.0,Low,1.0,Cat_2
5919,Female,Yes,53,No,Engineer,3.0,Low,1.0,Cat_6
5920,Male,Yes,36,Yes,Executive,1.0,High,4.0,Cat_6
5921,Female,Yes,36,No,Engineer,0.0,Average,2.0,Cat_4
5922,Male,Yes,25,Yes,Entertainment,1.0,High,2.0,Cat_3
5923,Male,No,61,Yes,Entertainment,1.0,Low,3.0,Cat_2
5924,Male,Yes,61,No,Entertainment,1.0,Average,2.0,Cat_7
5925,Male,Yes,53,Yes,Artist,0.0,Average,2.0,Cat_6
5926,Male,Yes,69,No,Executive,1.0,High,4.0,Cat_6
5927,Male,No,47,Yes,Entertainment,4.0,Low,1.0,Cat_6
5928,Female,Yes,26,Yes,Entertainment,5.0,Low,7.0,Cat_6
5929,Female,No,39,Yes,Artist,9.0,Low,1.0,Cat_6
5930,Male,Yes,47,No,Artist,0.0,Low,4.0,Cat_1
5931,Female,Yes,69,Yes,Artist,7.0,Low,1.0,Cat_6
5932,Male,Yes,46,Yes,Artist,8.0,Average,2.0,Cat_1
5933,Female,No,37,Yes,Doctor,1.0,Low,3.0,Cat_6
5934,Female,No,50,Yes,Artist,6.0,Low,1.0,Cat_6
5935,Female,Yes,52,Yes,Doctor,0.0,Average,4.0,Cat_6
5936,Male,No,28,Yes,Healthcare,5.0,Low,4.0,Cat_6
5937,Male,No,42,Yes,Entertainment,3.0,Low,2.0,Cat_2
5938,Male,Yes,45,Yes,Executive,1.0,High,5.0,Cat_4
5939,Male,Yes,57,Yes,Lawyer,1.0,High,2.0,Cat_6
5940,Male,No,48,Yes,Entertainment,0.0,Low,3.0,Cat_2
5941,Male,No,18,No,Healthcare,1.0,Low,3.0,Cat_6
5942,Male,Yes,51,No,Artist,3.0,Average,2.0,Cat_6
5943,Female,No,29,Yes,Engineer,1.0,Low,5.0,Cat_1
5944,Female,Yes,47,Yes,Artist,0.0,Average,4.0,Cat_4
5945,Female,Yes,38,No,Artist,4.0,Average,4.0,Cat_1
5946,Male,Yes,37,Yes,Artist,1.0,Low,1.0,Cat_3
5947,Male,No,22,No,Healthcare,9.0,Low,4.0,Cat_6
5948,Female,Yes,61,Yes,Engineer,0.0,Average,2.0,Cat_6
5949,Male,Yes,42,Yes,Artist,0.0,Average,2.0,Cat_6
5950,Male,Yes,60,Yes,Artist,1.0,Average,2.0,Cat_3
5951,Male,Yes,73,Yes,Entertainment,1.0,High,4.0,Cat_6
5952,Female,Yes,49,Yes,Artist,1.0,Low,1.0,Cat_6
5953,Male,Yes,72,Yes,Lawyer,3.0,High,2.0,Cat_6
5954,Female,Yes,43,Yes,Artist,1.0,Average,2.0,Cat_6
5955,Male,Yes,38,Yes,Doctor,5.0,Low,2.0,Cat_1
5956,Female,Yes,35,Yes,Artist,0.0,Average,3.0,Cat_6
5957,Female,Yes,82,No,Lawyer,1.0,High,2.0,Cat_6
5958,Male,Yes,63,Yes,Artist,9.0,Low,1.0,Cat_6
5959,Male,Yes,73,Yes,Executive,11.0,High,2.0,Cat_6
5960,Female,Yes,38,Yes,Artist,4.0,Low,1.0,Cat_3
5961,Female,No,42,Yes,Homemaker,10.0,Low,1.0,Cat_6
5962,Female,Yes,43,Yes,Engineer,0.0,Average,2.0,Cat_6
5963,Male,No,31,No,Homemaker,14.0,Low,1.0,Cat_6
5964,Female,No,42,Yes,Entertainment,1.0,Low,3.0,Cat_6
5965,Male,Yes,32,Yes,Artist,9.0,Average,2.0,Cat_6
5966,Male,Yes,39,Yes,Artist,3.0,Average,4.0,Cat_4
5967,Female,Yes,48,Yes,Artist,0.0,Average,4.0,Cat_6
5968,Male,Yes,39,Yes,Artist,6.0,Average,2.0,Cat_6
5969,Male,Yes,55,Yes,Artist,9.0,Average,2.0,Cat_1
5970,Male,Yes,60,Yes,Doctor,1.0,High,2.0,Cat_3
5971,Female,No,51,Yes,Entertainment,1.0,Low,1.0,Cat_6
5972,Female,Yes,61,Yes,Artist,0.0,Average,3.0,Cat_4
5973,Female,No,43,Yes,Artist,1.0,Low,1.0,Cat_6
5974,Female,Yes,55,Yes,Artist,2.0,Average,3.0,Cat_6
5975,Female,Yes,43,Yes,Artist,1.0,Average,5.0,Cat_6
5976,Male,Yes,45,No,Executive,0.0,Average,3.0,Cat_4
5977,Female,Yes,50,Yes,Artist,1.0,Average,5.0,Cat_4
5978,Male,Yes,40,No,Artist,1.0,Average,2.0,Cat_5
5979,Male,No,19,No,Healthcare,0.0,Low,3.0,Cat_6
5980,Female,No,25,Yes,Doctor,3.0,Low,1.0,Cat_6
5981,Female,No,89,Yes,Lawyer,2.0,Low,1.0,Cat_6
5982,Female,Yes,49,Yes,Artist,0.0,Average,3.0,Cat_6
5983,Female,Yes,46,Yes,Engineer,1.0,Average,5.0,Cat_6
5984,Female,Yes,83,Yes,Lawyer,0.0,Low,2.0,Cat_6
5985,Male,Yes,35,Yes,Executive,6.0,Average,4.0,Cat_6
5986,Female,Yes,71,Yes,Lawyer,1.0,Low,2.0,Cat_3
5987,Male,Yes,50,Yes,Artist,0.0,Average,3.0,Cat_6
5988,Male,Yes,58,No,Executive,12.0,High,2.0,Cat_6
5989,Male,Yes,35,Yes,Artist,1.0,Average,4.0,Cat_3
5990,Male,Yes,67,Yes,Executive,0.0,High,2.0,Cat_6
5991,Male,Yes,35,No,Doctor,0.0,Average,5.0,Cat_4
5992,Male,Yes,61,Yes,Executive,1.0,High,3.0,Cat_6
5993,Female,No,29,No,Entertainment,0.0,Low,2.0,Cat_3
5994,Male,Yes,47,Yes,Executive,0.0,Average,5.0,Cat_2
5995,Female,No,37,No,Artist,4.0,Low,2.0,Cat_6
5996,Male,No,18,No,Healthcare,9.0,Low,3.0,Cat_6
5997,Female,No,23,No,Entertainment,0.0,Low,2.0,Cat_3
5998,Male,No,29,No,Homemaker,11.0,Low,3.0,Cat_3
5999,Female,No,43,Yes,Artist,1.0,Low,4.0,Cat_6
6000,Male,Yes,66,Yes,Artist,0.0,Low,5.0,Cat_6
6001,Male,Yes,45,Yes,Executive,1.0,High,3.0,Cat_6
6002,Female,Yes,67,Yes,Lawyer,1.0,Low,1.0,Cat_4
6003,Female,Yes,49,Yes,Marketing,9.0,Low,2.0,Cat_6
6004,Male,Yes,38,No,Executive,1.0,High,4.0,Cat_6
6005,Female,Yes,38,No,Engineer,1.0,Low,2.0,Cat_4
6006,Female,No,32,Yes,Homemaker,10.0,Low,1.0,Cat_6
6007,Male,Yes,48,Yes,Artist,8.0,Average,2.0,Cat_6
6008,Female,No,42,Yes,Homemaker,7.0,Low,1.0,Cat_6
6009,Female,No,50,Yes,Artist,8.0,Low,3.0,Cat_6
6010,Male,Yes,50,Yes,Artist,0.0,Average,3.0,Cat_2
6011,Female,Yes,30,Yes,Engineer,8.0,High,6.0,Cat_4
6012,Female,Yes,27,Yes,Doctor,1.0,Low,2.0,Cat_4
6013,Female,Yes,43,Yes,Engineer,1.0,Average,4.0,Cat_6
6014,Female,No,25,No,Marketing,1.0,Low,2.0,Cat_6
6015,Female,No,27,Yes,Marketing,12.0,Low,3.0,Cat_6
6016,Male,No,43,Yes,Artist,1.0,Low,1.0,Cat_6
6017,Male,Yes,37,Yes,Entertainment,1.0,Average,4.0,Cat_6
6018,Female,No,27,Yes,Healthcare,1.0,Low,9.0,Cat_6
6019,Male,Yes,61,Yes,Healthcare,1.0,Low,2.0,Cat_6
6020,Male,Yes,41,No,Engineer,0.0,Average,2.0,Cat_7
6021,Female,No,50,Yes,Artist,0.0,Low,1.0,Cat_6
6022,Female,Yes,60,Yes,Artist,1.0,Average,2.0,Cat_6
6023,Male,No,20,No,Healthcare,0.0,Low,4.0,Cat_6
6024,Male,Yes,66,Yes,Marketing,1.0,High,2.0,Cat_6
6025,Male,Yes,36,Yes,Homemaker,5.0,Low,1.0,Cat_6
6026,Male,Yes,65,Yes,Lawyer,1.0,High,2.0,Cat_6
6027,Male,No,20,No,Healthcare,1.0,Low,4.0,Cat_6
6028,Female,Yes,38,Yes,Artist,0.0,Low,1.0,Cat_6
6029,Male,No,31,Yes,Marketing,0.0,Low,2.0,Cat_3
6030,Female,Yes,81,Yes,Lawyer,0.0,High,2.0,Cat_6
6031,Female,No,52,Yes,Lawyer,4.0,Low,1.0,Cat_6
6032,Male,Yes,57,Yes,Artist,0.0,Low,1.0,Cat_3
6033,Male,Yes,30,No,Entertainment,1.0,Average,3.0,Cat_3
6034,Male,Yes,55,No,Entertainment,1.0,Low,3.0,Cat_4
6035,Male,No,38,Yes,Artist,8.0,Low,1.0,Cat_6
6036,Male,Yes,70,No,Lawyer,0.0,High,2.0,Cat_3
6037,Male,Yes,59,No,Artist,0.0,Low,1.0,Cat_6
6038,Male,Yes,39,Yes,Healthcare,1.0,Low,3.0,Cat_3
6039,Female,Yes,58,Yes,Artist,9.0,Average,3.0,Cat_6
6040,Male,Yes,30,No,Entertainment,11.0,Low,2.0,Cat_5
6041,Female,Yes,73,Yes,Artist,1.0,Average,2.0,Cat_6
6042,Male,No,38,Yes,Entertainment,1.0,Low,2.0,Cat_6
6043,Male,No,25,No,Healthcare,1.0,Low,5.0,Cat_6
6044,Male,Yes,53,Yes,Artist,3.0,High,3.0,Cat_7
6045,Female,No,27,No,Healthcare,0.0,Low,4.0,Cat_3
6046,Male,Yes,49,Yes,Artist,6.0,Average,2.0,Cat_6
6047,Female,Yes,51,Yes,Artist,6.0,Average,5.0,Cat_6
6048,Male,No,33,No,Healthcare,0.0,Low,7.0,Cat_4
6049,Male,Yes,61,Yes,Entertainment,6.0,Average,2.0,Cat_6
6050,Female,Yes,47,No,Engineer,0.0,Low,1.0,Cat_6
6051,Female,Yes,36,Yes,Engineer,0.0,Low,1.0,Cat_3
6052,Male,Yes,32,Yes,Entertainment,1.0,Average,2.0,Cat_3
6053,Female,Yes,40,No,Homemaker,9.0,Average,5.0,Cat_4
6054,Female,Yes,77,Yes,Lawyer,0.0,High,2.0,Cat_6
6055,Female,Yes,72,Yes,Lawyer,1.0,High,4.0,Cat_2
6056,Male,Yes,84,No,Lawyer,0.0,Low,1.0,Cat_6
6057,Male,Yes,32,Yes,Artist,1.0,Low,2.0,Cat_6
6058,Female,Yes,52,Yes,Artist,1.0,Average,3.0,Cat_6
6059,Female,Yes,47,Yes,Lawyer,2.0,High,4.0,Cat_6
6060,Female,Yes,63,Yes,Artist,4.0,Average,4.0,Cat_6
6061,Male,Yes,35,Yes,Executive,2.0,Average,5.0,Cat_6
6062,Female,Yes,27,Yes,Marketing,9.0,Low,1.0,Cat_3
6063,Male,No,49,Yes,Artist,0.0,Low,1.0,Cat_6
6064,Female,No,31,No,Homemaker,8.0,Low,1.0,Cat_6
6065,Male,Yes,61,Yes,Executive,5.0,High,2.0,Cat_6
6066,Female,No,30,Yes,Artist,9.0,Low,5.0,Cat_6
6067,Male,No,23,No,Healthcare,1.0,Low,3.0,Cat_4
6068,Male,Yes,42,No,Entertainment,8.0,Low,2.0,Cat_4
6069,Female,Yes,48,Yes,Engineer,0.0,High,5.0,Cat_4
6070,Male,Yes,39,No,Entertainment,0.0,Average,2.0,Cat_6
6071,Male,Yes,43,Yes,Executive,6.0,High,3.0,Cat_4
6072,Female,Yes,56,Yes,Artist,1.0,Low,2.0,Cat_6
6073,Male,No,28,Yes,Healthcare,0.0,Low,5.0,Cat_6
6074,Female,Yes,71,Yes,Lawyer,8.0,High,2.0,Cat_6
6075,Female,Yes,42,Yes,Artist,1.0,Average,3.0,Cat_6
6076,Female,Yes,50,Yes,Artist,0.0,Average,9.0,Cat_6
6077,Female,Yes,62,Yes,Lawyer,1.0,Low,3.0,Cat_6
6078,Male,Yes,43,Yes,Artist,1.0,Average,3.0,Cat_6
6079,Female,No,32,No,Engineer,9.0,Low,4.0,Cat_5
6080,Male,No,61,Yes,Artist,1.0,Low,1.0,Cat_6
6081,Female,Yes,39,Yes,Entertainment,5.0,Low,2.0,Cat_6
6082,Female,Yes,46,Yes,Artist,0.0,Average,2.0,Cat_1
6083,Male,Yes,50,Yes,Artist,1.0,Average,3.0,Cat_6
6084,Male,Yes,39,Yes,Artist,0.0,Low,4.0,Cat_4
6085,Female,No,35,Yes,Artist,1.0,Low,1.0,Cat_6
6086,Female,No,35,Yes,Entertainment,7.0,Low,2.0,Cat_6
6087,Female,No,33,Yes,Healthcare,1.0,Low,1.0,Cat_6
6088,Male,No,21,No,Healthcare,1.0,Low,3.0,Cat_6
6089,Female,No,46,Yes,Artist,9.0,Low,1.0,Cat_6
6090,Female,No,37,Yes,Artist,1.0,Low,1.0,Cat_6
6091,Female,Yes,33,Yes,Engineer,9.0,Low,2.0,Cat_6
6092,Male,No,25,Yes,Artist,1.0,Low,3.0,Cat_6
6093,Male,Yes,53,Yes,Executive,1.0,High,4.0,Cat_6
6094,Female,No,41,Yes,Artist,10.0,Low,1.0,Cat_6
6095,Female,Yes,46,Yes,Artist,3.0,Average,5.0,Cat_6
6096,Male,Yes,36,Yes,Artist,0.0,Low,3.0,Cat_3
6097,Female,Yes,57,Yes,Artist,0.0,Average,3.0,Cat_2
6098,Female,Yes,49,Yes,Artist,0.0,Average,4.0,Cat_2
6099,Male,Yes,48,Yes,Artist,1.0,Average,3.0,Cat_6
