,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Clusters
5595,Female,Yes,41,Yes,Artist,1.0,High,2.0,Cat_6,1
5596,Female,Yes,40,Yes,Artist,1.0,Low,1.0,Cat_6,1
5597,Female,Yes,50,Yes,Artist,0.0,Average,2.0,Cat_6,1
5598,Female,No,31,No,Entertainment,9.0,Low,4.0,Cat_6,0
5599,Female,Yes,63,Yes,Artist,0.0,Average,2.0,Cat_6,2
5600,Male,Yes,57,No,Executive,0.0,High,4.0,Cat_6,1
5601,Female,No,40,Yes,Artist,0.0,Low,1.0,Cat_6,1
5602,Female,Yes,45,Yes,Artist,8.0,High,3.0,Cat_6,1
5603,Male,No,25,Yes,Healthcare,1.0,Low,3.0,Cat_6,0
5604,Female,No,22,No,Healthcare,0.0,Low,4.0,Cat_4,0
5605,Female,No,38,Yes,Artist,1.0,Low,3.0,Cat_6,1
5606,Male,Yes,37,Yes,Artist,9.0,Average,2.0,Cat_6,0
5607,Male,Yes,78,No,Lawyer,1.0,High,2.0,Cat_2,2
5608,Female,Yes,37,Yes,Artist,2.0,Average,2.0,Cat_6,0
5609,Male,Yes,43,Yes,Healthcare,5.0,Average,2.0,Cat_6,1
5610,Male,No,23,No,Healthcare,1.0,Low,4.0,Cat_6,0
5611,Male,No,43,No,Artist,0.0,Low,1.0,Cat_3,1
5612,Male,Yes,43,Yes,Artist,2.0,Average,2.0,Cat_6,1
5613,Male,Yes,71,No,Lawyer,3.0,High,2.0,Cat_6,2
5614,Female,Yes,38,Yes,Artist,8.0,Low,1.0,Cat_6,1
5615,Male,Yes,48,Yes,Executive,9.0,High,4.0,Cat_6,1
5616,Male,Yes,53,Yes,Artist,1.0,Average,3.0,Cat_6,1
5617,Female,Yes,41,No,Engineer,0.0,Low,2.0,Cat_4,1
5618,Female,No,28,Yes,Marketing,0.0,Low,2.0,Cat_6,0
5619,Male,No,22,No,Healthcare,1.0,Low,6.0,Cat_4,0
5620,Female,Yes,43,Yes,Artist,3.0,Average,2.0,Cat_6,1
5621,Male,Yes,28,No,Doctor,0.0,Average,2.0,Cat_6,0
5622,Female,Yes,48,Yes,Doctor,1.0,Average,6.0,Cat_4,1
5623,Male,Yes,42,Yes,Artist,14.0,Low,2.0,Cat_6,1
5624,Female,No,38,Yes,Healthcare,0.0,Low,4.0,Cat_6,1
5625,Female,No,42,Yes,Engineer,6.0,Low,3.0,Cat_6,1
5626,Male,No,43,Yes,Entertainment,1.0,Low,2.0,Cat_6,1
5627,Female,Yes,46,Yes,Artist,1.0,Average,2.0,Cat_2,1
5628,Female,No,43,Yes,Engineer,1.0,Low,2.0,Cat_6,1
5629,Female,No,28,Yes,Healthcare,1.0,Low,6.0,Cat_6,0
5630,Female,Yes,48,Yes,Engineer,0.0,Average,4.0,Cat_6,1
5631,Male,Yes,82,No,Lawyer,1.0,High,2.0,Cat_6,2
5632,Male,Yes,49,Yes,Artist,1.0,Low,2.0,Cat_6,1
5633,Female,Yes,41,Yes,Artist,0.0,Average,2.0,Cat_6,1
5634,Male,Yes,66,Yes,Entertainment,0.0,Average,2.0,Cat_6,2
5635,Male,No,22,No,Healthcare,0.0,Low,5.0,Cat_2,0
5636,Female,No,31,Yes,Healthcare,9.0,Low,3.0,Cat_3,0
5637,Female,Yes,49,Yes,Artist,3.0,High,5.0,Cat_6,1
5638,Male,Yes,77,No,Lawyer,1.0,High,2.0,Cat_6,2
5639,Male,No,41,Yes,Entertainment,0.0,Low,2.0,Cat_3,1
5640,Male,Yes,78,No,Entertainment,0.0,Low,1.0,Cat_6,2
5641,Male,No,41,Yes,Artist,7.0,Low,1.0,Cat_6,1
5642,Female,Yes,39,Yes,Artist,3.0,Average,2.0,Cat_6,1
5643,Male,Yes,50,Yes,Executive,0.0,High,3.0,Cat_6,1
5644,Male,Yes,35,Yes,Artist,3.0,Average,2.0,Cat_6,0
5645,Female,Yes,52,Yes,Doctor,1.0,Average,3.0,Cat_6,1
5646,Female,Yes,50,Yes,Engineer,4.0,Average,4.0,Cat_3,1
5647,Male,Yes,63,No,Healthcare,0.0,Average,4.0,Cat_4,2
5648,Female,Yes,47,Yes,Artist,0.0,Low,3.0,Cat_6,1
5649,Female,No,38,No,Artist,4.0,Low,2.0,Cat_6,1
5650,Male,No,32,No,Doctor,2.0,Low,2.0,Cat_6,0
5651,Male,No,31,No,Healthcare,0.0,Low,6.0,Cat_6,0
5652,Male,Yes,36,No,Executive,1.0,High,3.0,Cat_6,0
5653,Male,Yes,67,Yes,Artist,0.0,Low,1.0,Cat_6,2
5654,Male,Yes,53,Yes,Entertainment,8.0,Average,4.0,Cat_6,1
5655,Male,Yes,51,Yes,Artist,0.0,Low,1.0,Cat_3,1
5656,Male,Yes,56,No,Executive,0.0,Low,2.0,Cat_4,1
5657,Male,Yes,72,Yes,Executive,1.0,High,4.0,Cat_6,2
5658,Female,Yes,42,Yes,Artist,2.0,Average,2.0,Cat_6,1
5659,Female,Yes,26,No,Homemaker,9.0,Average,2.0,Cat_3,0
5660,Male,No,37,Yes,Entertainment,1.0,Low,2.0,Cat_3,0
5661,Male,No,18,No,Healthcare,1.0,Low,4.0,Cat_3,0
5662,Male,No,29,No,Marketing,1.0,Low,7.0,Cat_6,0
5663,Female,No,70,Yes,Lawyer,0.0,Low,1.0,Cat_6,2
5664,Female,No,19,No,Healthcare,1.0,Low,5.0,Cat_3,0
5665,Male,Yes,46,Yes,Artist,5.0,Average,2.0,Cat_3,1
5666,Male,Yes,53,No,Executive,1.0,High,4.0,Cat_6,1
5667,Female,Yes,50,Yes,Artist,0.0,Low,1.0,Cat_6,1
5668,Female,Yes,43,Yes,Artist,1.0,Average,3.0,Cat_4,1
5669,Female,No,23,No,Healthcare,0.0,Low,4.0,Cat_7,0
5670,Female,Yes,61,Yes,Artist,0.0,Average,2.0,Cat_4,2
5671,Male,Yes,27,Yes,Doctor,9.0,Average,2.0,Cat_6,0
5672,Female,Yes,83,Yes,Lawyer,1.0,Low,1.0,Cat_6,2
5673,Male,Yes,32,Yes,Healthcare,5.0,Low,2.0,Cat_6,0
5674,Male,Yes,58,Yes,Artist,1.0,Average,5.0,Cat_6,1
5675,Male,Yes,67,Yes,Doctor,1.0,Average,3.0,Cat_6,2
5676,Female,No,19,No,Healthcare,8.0,Low,5.0,Cat_3,0
5677,Male,Yes,88,Yes,Lawyer,0.0,High,2.0,Cat_6,2
5678,Male,Yes,35,Yes,Artist,7.0,Low,2.0,Cat_6,0
5679,Male,Yes,45,Yes,Artist,0.0,Average,4.0,Cat_6,1
5680,Female,Yes,35,Yes,Artist,9.0,Average,4.0,Cat_6,0
5681,Female,Yes,27,No,Healthcare,0.0,Low,2.0,Cat_6,0
5682,Male,Yes,35,Yes,Executive,4.0,High,3.0,Cat_6,0
5683,Female,No,20,No,Healthcare,2.0,Low,3.0,Cat_4,0
5684,Male,Yes,41,No,Entertainment,12.0,Average,3.0,Cat_4,1
5685,Female,No,33,No,Healthcare,1.0,Low,6.0,Cat_3,0
5686,Male,Yes,58,Yes,Artist,0.0,Low,1.0,Cat_6,1
5687,Male,Yes,86,No,Executive,0.0,High,2.0,Cat_6,2
5688,Male,Yes,61,No,Engineer,7.0,Average,5.0,Cat_4,2
5689,Male,No,32,Yes,Artist,0.0,Low,3.0,Cat_3,0
5690,Male,No,20,No,Healthcare,0.0,Low,3.0,Cat_3,0
5691,Male,No,32,No,Artist,0.0,Low,4.0,Cat_6,0
5692,Female,Yes,69,No,Artist,0.0,High,2.0,Cat_6,2
5693,Female,No,35,Yes,Entertainment,9.0,Low,4.0,Cat_6,0
5694,Female,No,72,Yes,Lawyer,1.0,Low,2.0,Cat_6,2
5695,Female,Yes,37,Yes,Artist,0.0,Low,1.0,Cat_6,0
5696,Male,No,33,Yes,Healthcare,4.0,Low,1.0,Cat_6,0
5697,Male,Yes,40,No,Executive,0.0,Average,4.0,Cat_4,1
5698,Female,Yes,55,Yes,Artist,1.0,Low,2.0,Cat_6,1
5699,Male,Yes,23,No,Executive,1.0,High,9.0,Cat_6,0
5700,Female,Yes,51,No,Doctor,1.0,High,1.0,Cat_4,1
5701,Male,Yes,69,No,Doctor,0.0,Average,3.0,Cat_6,2
5702,Female,Yes,73,No,Lawyer,0.0,High,2.0,Cat_6,2
5703,Female,No,20,No,Marketing,1.0,Low,3.0,Cat_3,0
5704,Female,No,53,Yes,Artist,1.0,Low,1.0,Cat_6,1
5705,Female,Yes,46,Yes,Artist,0.0,Average,4.0,Cat_1,1
5706,Female,Yes,53,Yes,Engineer,0.0,Low,4.0,Cat_1,1
5707,Male,Yes,53,No,Executive,0.0,Average,5.0,Cat_4,1
5708,Male,Yes,50,No,Executive,0.0,High,4.0,Cat_6,1
5709,Female,Yes,66,Yes,Artist,1.0,Average,3.0,Cat_6,2
5710,Female,Yes,86,Yes,Lawyer,1.0,Low,2.0,Cat_6,2
5711,Female,No,27,Yes,Doctor,8.0,Low,1.0,Cat_6,0
5712,Female,No,42,Yes,Artist,8.0,Low,1.0,Cat_6,1
5713,Male,No,33,No,Marketing,11.0,Low,9.0,Cat_6,0
5714,Male,Yes,82,No,Executive,1.0,High,2.0,Cat_6,2
5715,Male,Yes,26,No,Entertainment,8.0,Low,2.0,Cat_4,0
5716,Male,Yes,38,Yes,Engineer,0.0,Average,4.0,Cat_4,1
5717,Female,No,32,Yes,Artist,6.0,Low,7.0,Cat_4,0
5718,Male,No,20,No,Healthcare,1.0,Low,5.0,Cat_3,0
5719,Male,No,27,No,Entertainment,0.0,Low,3.0,Cat_2,0
5720,Male,No,22,No,Healthcare,0.0,Low,4.0,Cat_6,0
5721,Male,Yes,80,Yes,Lawyer,0.0,High,3.0,Cat_6,2
5722,Male,Yes,77,Yes,Lawyer,0.0,Low,1.0,Cat_6,2
5723,Male,No,22,No,Healthcare,1.0,Low,2.0,Cat_4,0
5724,Female,Yes,32,Yes,Healthcare,0.0,Low,2.0,Cat_6,0
5725,Male,Yes,49,Yes,Entertainment,1.0,Average,2.0,Cat_6,1
5726,Male,Yes,55,Yes,Executive,0.0,High,9.0,Cat_6,1
5727,Male,No,28,Yes,Entertainment,1.0,Low,2.0,Cat_3,0
5728,Female,Yes,42,No,Doctor,1.0,Low,1.0,Cat_6,1
5729,Female,No,20,No,Healthcare,1.0,Low,3.0,Cat_7,0
5730,Male,Yes,43,Yes,Marketing,0.0,High,6.0,Cat_4,1
5731,Female,Yes,73,Yes,Doctor,0.0,Low,1.0,Cat_4,2
5732,Female,No,46,No,Engineer,1.0,Low,3.0,Cat_3,1
5733,Male,Yes,28,No,Doctor,0.0,Average,2.0,Cat_6,0
5734,Female,Yes,35,Yes,Entertainment,9.0,Average,2.0,Cat_2,0
5735,Female,Yes,48,Yes,Artist,3.0,High,3.0,Cat_4,1
5736,Female,No,32,Yes,Artist,0.0,Low,3.0,Cat_4,0
5737,Male,Yes,66,Yes,Executive,0.0,Average,2.0,Cat_6,2
5738,Female,Yes,47,Yes,Artist,8.0,High,2.0,Cat_6,1
5739,Male,Yes,28,Yes,Healthcare,1.0,Low,2.0,Cat_6,0
5740,Female,Yes,35,Yes,Artist,3.0,Average,2.0,Cat_6,0
5741,Female,Yes,75,Yes,Lawyer,1.0,High,2.0,Cat_6,2
5742,Male,Yes,48,Yes,Executive,1.0,High,3.0,Cat_6,1
5743,Male,No,41,Yes,Entertainment,1.0,Low,4.0,Cat_6,1
5744,Female,No,25,No,Doctor,1.0,Low,3.0,Cat_6,0
5745,Female,Yes,52,No,Doctor,0.0,Average,3.0,Cat_4,1
5746,Male,Yes,58,Yes,Doctor,0.0,Average,2.0,Cat_6,1
5747,Female,No,49,Yes,Artist,0.0,Low,3.0,Cat_2,1
5748,Male,No,28,Yes,Marketing,9.0,Low,5.0,Cat_7,0
5749,Male,No,53,Yes,Artist,0.0,Low,1.0,Cat_6,1
5750,Female,No,27,Yes,Doctor,0.0,Low,4.0,Cat_6,0
5751,Female,No,33,Yes,Entertainment,0.0,Low,4.0,Cat_4,0
5752,Female,Yes,89,Yes,Lawyer,0.0,High,2.0,Cat_6,2
5753,Female,No,40,Yes,Artist,1.0,Low,1.0,Cat_5,1
5754,Male,No,27,No,Healthcare,10.0,Low,5.0,Cat_6,0
5755,Male,Yes,37,Yes,Executive,1.0,Low,6.0,Cat_6,0
5756,Male,Yes,56,No,Lawyer,0.0,High,3.0,Cat_3,1
5757,Male,Yes,48,Yes,Executive,2.0,High,5.0,Cat_6,1
5758,Female,No,32,Yes,Engineer,0.0,Low,1.0,Cat_6,0
5759,Male,Yes,39,Yes,Doctor,1.0,Average,3.0,Cat_6,1
5760,Female,No,39,Yes,Artist,9.0,Low,1.0,Cat_6,1
5761,Male,Yes,60,No,Artist,1.0,High,4.0,Cat_3,2
5762,Female,No,33,Yes,Engineer,9.0,Low,2.0,Cat_6,0
5763,Female,Yes,50,No,Artist,0.0,Average,4.0,Cat_4,1
5764,Female,No,20,No,Entertainment,1.0,Low,4.0,Cat_6,0
5765,Female,No,37,No,Engineer,0.0,Low,1.0,Cat_6,0
5766,Male,Yes,25,Yes,Doctor,1.0,Low,2.0,Cat_6,0
5767,Male,Yes,37,Yes,Entertainment,11.0,Low,6.0,Cat_6,0
5768,Male,Yes,68,Yes,Engineer,0.0,Low,1.0,Cat_6,2
5769,Male,No,20,No,Healthcare,2.0,Low,3.0,Cat_6,0
5770,Female,Yes,30,No,Doctor,1.0,Average,6.0,Cat_6,0
5771,Female,Yes,83,Yes,Artist,0.0,High,2.0,Cat_6,2
5772,Female,No,52,Yes,Artist,0.0,Low,1.0,Cat_6,1
5773,Female,No,19,No,Healthcare,7.0,Low,1.0,Cat_4,0
5774,Female,Yes,36,Yes,Engineer,11.0,Low,2.0,Cat_4,0
5775,Male,No,31,No,Healthcare,1.0,Low,4.0,Cat_4,0
5776,Male,Yes,51,Yes,Artist,0.0,Average,2.0,Cat_2,1
5777,Female,Yes,53,Yes,Artist,8.0,Average,2.0,Cat_6,1
5778,Female,No,31,Yes,Healthcare,1.0,Low,1.0,Cat_6,0
5779,Male,Yes,57,No,Entertainment,0.0,Low,4.0,Cat_3,1
5780,Male,Yes,36,Yes,Artist,0.0,Average,5.0,Cat_6,0
5781,Female,No,41,Yes,Marketing,1.0,Low,2.0,Cat_6,1
5782,Male,Yes,69,Yes,Artist,0.0,Low,1.0,Cat_3,2
5783,Male,Yes,37,No,Entertainment,11.0,Average,2.0,Cat_6,0
5784,Female,No,49,Yes,Doctor,0.0,Low,1.0,Cat_6,1
5785,Male,Yes,59,Yes,Marketing,0.0,Average,3.0,Cat_6,2
5786,Female,Yes,37,Yes,Doctor,2.0,High,2.0,Cat_4,0
5787,Female,Yes,68,Yes,Lawyer,3.0,High,4.0,Cat_6,2
5788,Female,No,42,Yes,Artist,1.0,Low,2.0,Cat_6,1
5789,Female,Yes,46,Yes,Artist,1.0,Average,4.0,Cat_6,1
5790,Male,No,49,No,Entertainment,1.0,Low,3.0,Cat_3,1
5791,Female,No,33,Yes,Engineer,1.0,Low,5.0,Cat_6,0
5792,Male,Yes,33,No,Artist,1.0,Low,3.0,Cat_4,0
5793,Male,No,32,No,Marketing,0.0,Low,3.0,Cat_4,0
5794,Female,Yes,87,Yes,Lawyer,0.0,High,2.0,Cat_6,2
5795,Male,Yes,52,Yes,Entertainment,0.0,Average,4.0,Cat_6,1
5796,Female,No,27,No,Engineer,14.0,Low,8.0,Cat_4,0
5797,Male,Yes,63,Yes,Entertainment,6.0,Low,2.0,Cat_6,2
5798,Female,Yes,89,Yes,Lawyer,1.0,High,2.0,Cat_2,2
5799,Male,Yes,31,No,Executive,1.0,Average,2.0,Cat_4,0
5800,Female,No,41,Yes,Artist,0.0,Low,1.0,Cat_6,1
5801,Female,Yes,50,Yes,Artist,1.0,High,7.0,Cat_2,1
5802,Female,Yes,70,No,Engineer,0.0,Average,2.0,Cat_4,2
5803,Female,Yes,55,Yes,Engineer,1.0,Average,3.0,Cat_3,1
5804,Female,Yes,36,Yes,Homemaker,8.0,Average,5.0,Cat_6,0
5805,Female,Yes,66,Yes,Lawyer,4.0,Low,1.0,Cat_6,2
5806,Female,Yes,49,No,Engineer,5.0,Average,5.0,Cat_4,1
5807,Male,Yes,65,Yes,Artist,1.0,Average,4.0,Cat_6,2
5808,Female,No,23,No,Healthcare,1.0,Low,4.0,Cat_3,0
5809,Male,Yes,45,No,Artist,3.0,High,4.0,Cat_6,1
5810,Male,No,33,No,Entertainment,1.0,Low,5.0,Cat_3,0
5811,Male,Yes,48,Yes,Executive,1.0,High,3.0,Cat_6,1
5812,Male,No,28,Yes,Healthcare,5.0,Low,4.0,Cat_6,0
5813,Female,No,27,Yes,Artist,0.0,Low,8.0,Cat_4,0
5814,Female,Yes,45,Yes,Engineer,1.0,Low,3.0,Cat_3,1
5815,Female,Yes,49,Yes,Entertainment,2.0,Average,3.0,Cat_6,1
5816,Female,Yes,56,Yes,Artist,1.0,Average,2.0,Cat_6,1
5817,Female,Yes,29,No,Artist,0.0,Average,2.0,Cat_3,0
5818,Female,Yes,57,Yes,Artist,0.0,Average,4.0,Cat_6,1
5819,Male,Yes,65,No,Entertainment,1.0,Low,1.0,Cat_6,2
5820,Female,Yes,61,Yes,Engineer,1.0,Average,5.0,Cat_6,2
5821,Female,No,32,No,Healthcare,0.0,Low,4.0,Cat_3,0
5822,Male,Yes,35,Yes,Artist,1.0,Low,1.0,Cat_3,0
5823,Female,Yes,82,Yes,Lawyer,1.0,High,2.0,Cat_6,2
5824,Female,Yes,37,No,Engineer,1.0,Low,4.0,Cat_4,0
5825,Male,No,32,Yes,Healthcare,2.0,Low,3.0,Cat_6,0
5826,Female,Yes,81,Yes,Lawyer,1.0,High,2.0,Cat_6,2
5827,Male,No,49,Yes,Artist,0.0,Low,1.0,Cat_6,1
5828,Male,Yes,46,Yes,Marketing,1.0,Low,3.0,Cat_6,1
5829,Male,No,27,Yes,Entertainment,9.0,Low,3.0,Cat_6,0
5830,Female,Yes,66,Yes,Lawyer,6.0,Average,4.0,Cat_5,2
5831,Male,Yes,31,Yes,Artist,0.0,Average,3.0,Cat_1,0
5832,Male,Yes,53,Yes,Doctor,4.0,Average,2.0,Cat_6,1
5833,Female,No,29,Yes,Doctor,0.0,Low,5.0,Cat_3,0
5834,Male,Yes,60,Yes,Entertainment,1.0,Average,5.0,Cat_3,2
5835,Female,No,43,No,Doctor,4.0,Low,6.0,Cat_7,1
5836,Male,Yes,73,Yes,Entertainment,5.0,Low,1.0,Cat_4,2
5837,Male,Yes,47,No,Entertainment,0.0,Average,3.0,Cat_6,1
5838,Male,No,20,No,Healthcare,1.0,Low,3.0,Cat_6,0
5839,Male,Yes,38,Yes,Artist,0.0,Low,2.0,Cat_7,1
5840,Female,Yes,56,Yes,Lawyer,5.0,High,9.0,Cat_6,1
5841,Male,Yes,51,Yes,Artist,0.0,Average,5.0,Cat_6,1
5842,Male,Yes,27,Yes,Artist,4.0,Average,2.0,Cat_6,0
5843,Male,No,30,Yes,Artist,2.0,Low,2.0,Cat_6,0
5844,Male,Yes,49,Yes,Artist,1.0,Average,4.0,Cat_2,1
5845,Female,No,30,Yes,Healthcare,0.0,Low,6.0,Cat_3,0
5846,Male,Yes,26,No,Doctor,9.0,Average,2.0,Cat_6,0
5847,Male,Yes,42,Yes,Artist,3.0,Average,4.0,Cat_6,1
5848,Male,Yes,49,Yes,Executive,1.0,High,5.0,Cat_5,1
5849,Male,Yes,59,Yes,Executive,3.0,High,4.0,Cat_6,2
5850,Female,Yes,49,Yes,Artist,0.0,Average,5.0,Cat_2,1
5851,Male,Yes,32,Yes,Artist,9.0,Average,2.0,Cat_6,0
5852,Male,Yes,41,Yes,Entertainment,5.0,Low,1.0,Cat_6,1
5853,Male,Yes,71,Yes,Executive,1.0,High,4.0,Cat_6,2
5854,Male,Yes,62,Yes,Entertainment,0.0,Average,3.0,Cat_6,2
5855,Female,No,41,No,Doctor,0.0,Low,1.0,Cat_6,1
5856,Male,No,41,Yes,Doctor,2.0,Low,2.0,Cat_6,1
5857,Male,Yes,53,Yes,Artist,3.0,Average,3.0,Cat_6,1
5858,Male,Yes,46,Yes,Doctor,2.0,Low,4.0,Cat_3,1
5859,Male,Yes,50,Yes,Executive,1.0,High,3.0,Cat_6,1
5860,Female,Yes,40,No,Artist,1.0,Low,1.0,Cat_6,1
5861,Female,No,49,No,Artist,9.0,Low,1.0,Cat_1,1
5862,Female,No,30,Yes,Healthcare,9.0,Low,3.0,Cat_6,0
5863,Male,Yes,36,Yes,Artist,0.0,Average,4.0,Cat_6,0
5864,Female,Yes,66,Yes,Lawyer,0.0,High,3.0,Cat_6,2
5865,Female,No,27,No,Healthcare,0.0,Low,4.0,Cat_4,0
5866,Male,No,42,No,Entertainment,1.0,Low,3.0,Cat_6,1
5867,Male,No,28,No,Doctor,1.0,Low,1.0,Cat_4,0
5868,Male,Yes,48,Yes,Entertainment,6.0,Low,2.0,Cat_7,1
5869,Male,Yes,36,No,Entertainment,9.0,Average,2.0,Cat_6,0
5870,Male,Yes,40,Yes,Artist,1.0,Low,2.0,Cat_6,1
5871,Female,Yes,57,Yes,Artist,0.0,High,2.0,Cat_6,1
5872,Female,No,42,Yes,Entertainment,5.0,Low,7.0,Cat_6,1
5873,Female,No,21,No,Healthcare,1.0,Low,7.0,Cat_2,0
5874,Female,No,27,Yes,Healthcare,0.0,Low,4.0,Cat_6,0
5875,Female,Yes,46,Yes,Artist,4.0,High,5.0,Cat_6,1
5876,Female,No,27,No,Engineer,0.0,Low,6.0,Cat_6,0
5877,Female,No,25,No,Marketing,8.0,Low,5.0,Cat_6,0
5878,Male,Yes,87,Yes,Lawyer,0.0,High,2.0,Cat_6,2
5879,Male,No,27,Yes,Healthcare,1.0,Low,3.0,Cat_6,0
5880,Female,Yes,48,Yes,Marketing,6.0,Low,1.0,Cat_6,1
5881,Male,Yes,51,Yes,Doctor,1.0,Average,4.0,Cat_6,1
5882,Male,Yes,48,Yes,Artist,7.0,Average,2.0,Cat_6,1
5883,Male,Yes,52,No,Artist,0.0,High,2.0,Cat_6,1
5884,Female,Yes,68,Yes,Lawyer,0.0,High,2.0,Cat_6,2
5885,Male,Yes,35,Yes,Artist,3.0,Average,3.0,Cat_6,0
5886,Female,Yes,39,Yes,Homemaker,9.0,Low,1.0,Cat_6,1
5887,Female,Yes,53,Yes,Artist,2.0,High,2.0,Cat_2,1
5888,Male,Yes,41,Yes,Artist,1.0,Average,2.0,Cat_6,1
5889,Male,Yes,41,Yes,Artist,11.0,High,2.0,Cat_6,1
5890,Female,No,25,No,Engineer,1.0,Low,1.0,Cat_6,0
5891,Female,Yes,23,No,Healthcare,7.0,High,2.0,Cat_6,0
5892,Female,Yes,35,Yes,Artist,0.0,High,2.0,Cat_7,0
5893,Male,Yes,51,Yes,Executive,1.0,Low,3.0,Cat_6,1
5894,Female,No,38,Yes,Engineer,1.0,Low,1.0,Cat_6,1
5895,Male,Yes,62,Yes,Artist,10.0,Low,1.0,Cat_6,2
5896,Male,Yes,60,Yes,Executive,1.0,High,6.0,Cat_2,2
5897,Male,Yes,47,Yes,Executive,1.0,High,4.0,Cat_6,1
5898,Male,No,22,No,Marketing,0.0,Low,4.0,Cat_6,0
5899,Female,No,31,No,Marketing,0.0,Low,3.0,Cat_6,0
5900,Female,Yes,38,Yes,Engineer,3.0,Low,2.0,Cat_6,1
5901,Female,Yes,42,No,Entertainment,6.0,Average,5.0,Cat_6,1
5902,Female,Yes,50,Yes,Artist,1.0,Average,3.0,Cat_6,1
5903,Male,Yes,38,No,Artist,5.0,Average,3.0,Cat_3,1
5904,Female,Yes,55,Yes,Doctor,0.0,Average,3.0,Cat_6,1
5905,Female,Yes,71,Yes,Artist,1.0,Average,2.0,Cat_6,2
5906,Male,Yes,38,No,Artist,10.0,Average,4.0,Cat_7,1
5907,Male,Yes,77,Yes,Artist,1.0,Low,1.0,Cat_6,2
5908,Male,No,33,No,Engineer,1.0,Low,3.0,Cat_4,0
5909,Male,Yes,72,No,Executive,0.0,High,2.0,Cat_6,2
5910,Female,Yes,43,No,Engineer,9.0,Average,4.0,Cat_4,1
5911,Female,No,35,Yes,Artist,0.0,Low,3.0,Cat_6,0
5912,Female,No,33,Yes,Doctor,1.0,Low,3.0,Cat_6,0
5913,Male,Yes,27,Yes,Entertainment,0.0,Average,2.0,Cat_6,0
5914,Male,No,21,No,Healthcare,0.0,Low,6.0,Cat_3,0
5915,Female,Yes,41,Yes,Artist,0.0,Average,2.0,Cat_6,1
5916,Male,No,29,Yes,Artist,9.0,Low,3.0,Cat_6,0
5917,Female,Yes,46,No,Artist,8.0,Low,1.0,Cat_6,1
5918,Male,Yes,46,Yes,Artist,1.0,Low,1.0,Cat_2,1
5919,Female,Yes,53,No,Engineer,3.0,Low,1.0,Cat_6,1
5920,Male,Yes,36,Yes,Executive,1.0,High,4.0,Cat_6,0
5921,Female,Yes,36,No,Engineer,0.0,Average,2.0,Cat_4,0
5922,Male,Yes,25,Yes,Entertainment,1.0,High,2.0,Cat_3,0
5923,Male,No,61,Yes,Entertainment,1.0,Low,3.0,Cat_2,2
5924,Male,Yes,61,No,Entertainment,1.0,Average,2.0,Cat_7,2
5925,Male,Yes,53,Yes,Artist,0.0,Average,2.0,Cat_6,1
5926,Male,Yes,69,No,Executive,1.0,High,4.0,Cat_6,2
5927,Male,No,47,Yes,Entertainment,4.0,Low,1.0,Cat_6,1
5928,Female,Yes,26,Yes,Entertainment,5.0,Low,7.0,Cat_6,0
5929,Female,No,39,Yes,Artist,9.0,Low,1.0,Cat_6,1
5930,Male,Yes,47,No,Artist,0.0,Low,4.0,Cat_1,1
5931,Female,Yes,69,Yes,Artist,7.0,Low,1.0,Cat_6,2
5932,Male,Yes,46,Yes,Artist,8.0,Average,2.0,Cat_1,1
5933,Female,No,37,Yes,Doctor,1.0,Low,3.0,Cat_6,0
5934,Female,No,50,Yes,Artist,6.0,Low,1.0,Cat_6,1
5935,Female,Yes,52,Yes,Doctor,0.0,Average,4.0,Cat_6,1
5936,Male,No,28,Yes,Healthcare,5.0,Low,4.0,Cat_6,0
5937,Male,No,42,Yes,Entertainment,3.0,Low,2.0,Cat_2,1
5938,Male,Yes,45,Yes,Executive,1.0,High,5.0,Cat_4,1
5939,Male,Yes,57,Yes,Lawyer,1.0,High,2.0,Cat_6,1
5940,Male,No,48,Yes,Entertainment,0.0,Low,3.0,Cat_2,1
5941,Male,No,18,No,Healthcare,1.0,Low,3.0,Cat_6,0
5942,Male,Yes,51,No,Artist,3.0,Average,2.0,Cat_6,1
5943,Female,No,29,Yes,Engineer,1.0,Low,5.0,Cat_1,0
5944,Female,Yes,47,Yes,Artist,0.0,Average,4.0,Cat_4,1
5945,Female,Yes,38,No,Artist,4.0,Average,4.0,Cat_1,1
5946,Male,Yes,37,Yes,Artist,1.0,Low,1.0,Cat_3,0
5947,Male,No,22,No,Healthcare,9.0,Low,4.0,Cat_6,0
5948,Female,Yes,61,Yes,Engineer,0.0,Average,2.0,Cat_6,2
5949,Male,Yes,42,Yes,Artist,0.0,Average,2.0,Cat_6,1
5950,Male,Yes,60,Yes,Artist,1.0,Average,2.0,Cat_3,2
5951,Male,Yes,73,Yes,Entertainment,1.0,High,4.0,Cat_6,2
5952,Female,Yes,49,Yes,Artist,1.0,Low,1.0,Cat_6,1
5953,Male,Yes,72,Yes,Lawyer,3.0,High,2.0,Cat_6,2
5954,Female,Yes,43,Yes,Artist,1.0,Average,2.0,Cat_6,1
5955,Male,Yes,38,Yes,Doctor,5.0,Low,2.0,Cat_1,1
5956,Female,Yes,35,Yes,Artist,0.0,Average,3.0,Cat_6,0
5957,Female,Yes,82,No,Lawyer,1.0,High,2.0,Cat_6,2
